order_number,line_item,order_date_key,stock_date_key,customer_key,product_key,territory_key,quantity
SO62488,1,20170121,20031128,21640,478,4,2
SO62488,3,20170121,20031202,21640,487,4,1
SO62488,4,20170121,20040106,21640,491,4,1
SO62526,1,20170121,20031021,22770,604,4,1
SO62473,1,20170121,20031119,15809,536,9,2
SO62482,2,20170121,20031014,15920,220,7,1
SO62482,1,20170121,20031208,15920,362,7,1
SO62486,1,20170121,20031007,16149,529,6,2
SO62486,2,20170121,20031124,16149,540,6,1
SO62529,2,20170121,20031111,27811,220,8,1
SO62529,1,20170121,20031210,27811,383,8,1
SO62512,2,20170121,20031017,14991,215,10,1
SO62512,1,20170121,20031103,14991,572,10,1
SO62514,3,20170121,20031219,26976,477,7,2
SO62514,2,20170121,20030923,26976,479,7,2
SO62514,4,20170121,20031101,26976,214,7,1
SO62514,1,20170121,20031018,26976,571,7,1
SO62528,1,20170121,20030927,24048,383,10,1
SO62528,2,20170121,20031001,24048,489,10,1
SO62484,1,20170121,20031227,11507,490,6,1
SO62509,2,20170121,20031106,13327,223,1,1
SO62509,1,20170121,20031101,13327,485,1,1
SO62520,2,20170121,20031127,13119,478,9,2
SO62520,3,20170121,20031007,13119,214,9,1
SO62520,1,20170121,20030924,13119,354,9,1
SO62522,1,20170121,20031208,29202,566,1,1
SO62507,2,20170121,20031231,12945,528,6,2
SO62507,4,20170121,20031021,12945,215,6,1
SO62507,3,20170121,20040106,12945,472,6,1
SO62507,1,20170121,20031029,12945,537,6,1
SO62496,2,20170121,20031030,17087,484,10,2
SO62496,1,20170121,20031222,17087,528,10,2
SO62483,1,20170121,20031018,11870,215,1,1
SO62487,2,20170121,20031102,20096,462,6,2
SO62487,1,20170121,20031111,20096,535,6,2
SO62521,2,20170121,20031224,25420,489,1,1
SO62521,1,20170121,20030928,25420,578,1,1
SO62471,1,20170121,20031028,13981,535,9,3
SO62471,2,20170121,20031012,13981,480,9,2
SO62471,3,20170121,20031118,13981,484,9,2
SO62490,2,20170121,20031106,20790,477,4,2
SO62490,1,20170121,20031227,20790,478,4,1
SO62479,1,20170121,20031107,16633,529,9,3
SO62479,3,20170121,20031015,16633,220,9,1
SO62479,2,20170121,20031004,16633,540,9,1
SO62513,1,20170121,20031110,13261,566,8,1
SO62477,1,20170121,20031005,16162,529,9,2
SO62477,2,20170121,20031113,16162,540,9,1
SO62499,1,20170121,20031028,14188,540,7,1
SO62515,2,20170121,20031231,15047,477,10,2
SO62515,3,20170121,20031105,15047,479,10,2
SO62515,1,20170121,20031101,15047,565,10,1
SO62503,2,20170121,20031228,23440,530,7,2
SO62503,1,20170121,20031208,23440,541,7,2
SO62492,1,20170121,20031106,18764,476,4,1
SO62523,2,20170121,20031022,25974,215,4,1
SO62523,1,20170121,20031128,25974,564,4,1
SO62527,2,20170121,20031010,20702,235,4,1
SO62527,1,20170121,20031115,20702,583,4,1
SO62517,2,20170121,20031112,23533,214,9,1
SO62517,1,20170121,20031226,23533,583,9,1
SO62506,3,20170121,20030928,26881,223,7,2
SO62506,2,20170121,20031023,26881,530,7,2
SO62506,1,20170121,20031110,26881,541,7,2
SO62478,1,20170121,20031220,17522,223,9,2
SO62518,4,20170121,20030923,25226,482,9,2
SO62518,3,20170121,20031204,25226,529,9,2
SO62518,2,20170121,20031114,25226,539,9,2
SO62518,1,20170121,20040105,25226,385,9,1
SO62480,2,20170121,20031103,12255,478,7,2
SO62480,1,20170121,20031007,12255,360,7,1
SO62501,5,20170121,20031103,21518,464,7,2
SO62501,2,20170121,20031213,21518,528,7,2
SO62501,1,20170121,20031006,21518,536,7,2
SO62501,3,20170121,20030927,21518,214,7,1
SO62501,4,20170121,20030923,21518,235,7,1
SO62491,2,20170121,20031201,11500,466,6,2
SO62491,1,20170121,20031231,11500,476,6,1
SO62530,2,20170121,20031024,11907,489,9,1
SO62530,1,20170121,20031228,11907,573,9,1
SO62494,1,20170121,20031001,18685,485,6,2
SO62494,2,20170121,20040103,18685,471,6,1
SO62476,1,20170121,20031013,11068,477,9,2
SO62476,2,20170121,20030926,11068,478,9,2
SO62524,4,20170121,20031120,22722,223,4,2
SO62524,3,20170121,20031116,22722,477,4,2
SO62524,2,20170121,20031108,22722,479,4,2
SO62524,1,20170121,20031213,22722,604,4,1
SO62475,1,20170121,20031105,19762,477,9,2
SO62475,2,20170121,20031120,19762,214,9,1
SO62475,3,20170121,20031124,19762,481,9,1
SO62498,1,20170121,20031024,17088,539,7,2
SO62489,2,20170121,20030927,12203,477,6,2
SO62489,1,20170121,20031103,12203,478,6,1
SO62557,2,20170122,20031128,11566,530,7,2
SO62557,1,20170122,20031208,11566,541,7,2
SO62557,3,20170122,20031014,11566,215,7,1
SO62549,1,20170122,20031228,17348,528,6,2
SO62549,2,20170122,20040104,17348,536,6,2
SO62533,1,20170122,20031223,21175,537,9,1
SO62567,3,20170122,20030929,13619,223,9,2
SO62567,2,20170122,20031120,13619,485,9,2
SO62567,1,20170122,20031010,13619,362,9,1
SO62578,1,20170122,20031121,24044,387,10,1
SO62578,2,20170122,20031002,24044,488,10,1
SO62543,1,20170122,20031015,11185,529,6,2
SO62543,2,20170122,20031203,11185,220,6,1
SO62575,2,20170122,20031107,20399,529,1,3
SO62575,3,20170122,20031112,20399,539,1,2
SO62575,4,20170122,20031010,20399,220,1,1
SO62575,1,20170122,20031025,20399,389,1,1
SO62531,2,20170122,20031009,12893,477,4,2
SO62531,1,20170122,20031128,12893,479,4,2
SO62565,3,20170122,20031012,23422,529,9,2
SO62565,2,20170122,20031216,23422,539,9,2
SO62565,1,20170122,20031102,23422,581,9,1
SO62563,3,20170122,20040106,25756,462,8,2
SO62563,2,20170122,20031005,25756,215,8,1
SO62563,4,20170122,20031005,25756,235,8,1
SO62563,1,20170122,20031118,25756,576,8,1
SO62555,1,20170122,20031219,13483,485,1,2
SO62555,2,20170122,20031113,13483,220,1,1
SO62579,2,20170122,20031006,24050,223,10,2
SO62579,3,20170122,20031215,24050,215,10,1
SO62579,1,20170122,20031013,24050,389,10,1
SO62566,2,20170122,20031228,20245,477,9,2
SO62566,3,20170122,20031107,20245,479,9,2
SO62566,4,20170122,20031128,20245,229,9,1
SO62566,1,20170122,20031126,20245,373,9,1
SO62574,4,20170122,20031017,20484,480,4,2
SO62574,2,20170122,20031104,20484,529,4,2
SO62574,3,20170122,20031222,20484,539,4,2
SO62574,1,20170122,20031022,20484,387,4,1
SO62534,1,20170122,20031028,25131,528,9,2
SO62544,2,20170122,20030927,11287,529,6,3
SO62544,3,20170122,20031031,11287,480,6,2
SO62544,1,20170122,20031212,11287,539,6,2
SO62540,3,20170122,20031226,16429,529,8,3
SO62540,4,20170122,20031213,16429,214,8,1
SO62540,1,20170122,20040103,16429,377,8,1
SO62540,2,20170122,20031230,16429,540,8,1
SO62547,1,20170122,20030926,11808,535,6,2
SO62547,2,20170122,20031031,11808,220,6,1
SO62552,1,20170122,20031113,11724,536,6,3
SO62552,2,20170122,20031024,11724,480,6,2
SO62553,2,20170122,20031025,21273,477,1,2
SO62553,1,20170122,20031212,21273,478,1,2
SO62569,2,20170122,20031101,25972,477,1,3
SO62569,3,20170122,20040101,25972,479,1,2
SO62569,4,20170122,20031215,25972,484,1,2
SO62569,1,20170122,20031215,25972,576,1,1
SO62558,3,20170122,20031127,24016,480,7,3
SO62558,4,20170122,20031229,24016,484,7,2
SO62558,2,20170122,20031217,24016,530,7,2
SO62558,1,20170122,20031110,24016,541,7,2
SO62572,4,20170122,20031123,23268,480,4,2
SO62572,2,20170122,20031116,23268,529,4,2
SO62572,3,20170122,20040105,23268,538,4,1
SO62572,1,20170122,20031006,23268,606,4,1
SO62576,1,20170122,20031108,17548,583,4,1
SO62536,2,20170122,20031101,19173,490,10,1
SO62536,1,20170122,20031120,19173,597,10,1
SO62556,1,20170122,20031121,12569,528,10,2
SO62556,3,20170122,20031119,12569,220,10,1
SO62556,2,20170122,20031204,12569,537,10,1
SO62577,2,20170122,20030924,24055,229,10,1
SO62577,1,20170122,20031118,24055,385,10,1
SO62550,2,20170122,20031110,12054,483,6,1
SO62550,1,20170122,20031118,12054,540,6,1
SO62554,2,20170122,20031031,22983,480,6,2
SO62554,1,20170122,20031230,22983,528,6,2
SO62545,1,20170122,20031110,19220,538,6,3
SO62545,3,20170122,20031004,19220,480,6,2
SO62545,2,20170122,20031109,19220,529,6,1
SO62538,3,20170122,20031024,20862,477,10,2
SO62538,2,20170122,20031104,20862,479,10,2
SO62538,1,20170122,20031105,20862,379,10,1
SO62539,1,20170122,20031118,28901,379,8,1
SO62570,2,20170122,20031229,25978,490,4,1
SO62570,1,20170122,20031105,25978,576,4,1
SO62546,1,20170122,20031006,11276,541,6,2
SO62559,4,20170122,20031217,13535,484,10,3
SO62559,1,20170122,20031218,13535,541,10,3
SO62559,3,20170122,20040103,13535,480,10,2
SO62559,2,20170122,20040104,13535,530,10,2
SO62564,3,20170122,20031115,26974,530,8,2
SO62564,4,20170122,20031103,26974,214,8,1
SO62564,5,20170122,20031024,26974,223,8,1
SO62564,2,20170122,20031003,26974,541,8,1
SO62564,1,20170122,20031117,26974,577,8,1
SO62561,2,20170122,20031016,14984,214,10,1
SO62561,1,20170122,20031012,14984,567,10,1
SO62573,1,20170122,20031120,22873,604,4,1
SO62541,3,20170122,20031217,16201,485,10,1
SO62541,4,20170122,20031005,16201,487,10,1
SO62541,2,20170122,20031018,16201,536,10,1
SO62541,1,20170122,20031201,16201,590,10,1
SO62535,1,20170122,20031113,16709,477,9,2
SO62535,2,20170122,20031022,16709,479,9,2
SO62535,3,20170122,20031117,16709,491,9,1
SO62542,1,20170122,20031114,11330,214,6,1
SO62560,1,20170122,20031114,11330,528,6,3
SO62560,2,20170122,20031114,11330,537,6,1
SO62568,2,20170122,20040105,13249,488,6,1
SO62568,1,20170122,20031104,13249,563,6,1
SO62548,4,20170122,20031108,24265,466,4,3
SO62548,3,20170122,20031128,24265,215,4,1
SO62548,1,20170122,20031103,24265,529,4,1
SO62548,2,20170122,20030930,24265,540,4,1
SO62562,3,20170122,20031026,17183,479,8,3
SO62562,2,20170122,20040103,17183,477,8,2
SO62562,4,20170122,20031117,17183,464,8,1
SO62562,1,20170122,20031118,17183,576,8,1
SO62537,2,20170122,20031008,14995,485,7,2
SO62537,3,20170122,20031102,14995,473,7,1
SO62537,1,20170122,20031018,14995,594,7,1
SO62580,2,20170122,20031127,11461,215,9,1
SO62580,1,20170122,20031118,11461,573,9,1
SO62571,1,20170122,20031009,23264,606,1,1
SO62532,1,20170122,20031112,16619,536,9,2
SO62621,1,20170123,20031029,13622,358,9,1
SO62621,2,20170123,20031109,13622,485,9,1
SO62608,2,20170123,20031122,25490,480,7,2
SO62608,1,20170123,20031213,25490,530,7,1
SO62617,3,20170123,20030925,14596,477,4,2
SO62617,4,20170123,20031214,14596,478,4,2
SO62617,2,20170123,20030929,14596,485,4,2
SO62617,1,20170123,20040103,14596,356,4,1
SO62609,3,20170123,20031219,16247,223,6,2
SO62609,2,20170123,20031125,16247,477,6,2
SO62609,4,20170123,20031117,16247,478,6,2
SO62609,1,20170123,20031210,16247,485,6,2
SO62607,1,20170123,20031226,27303,541,7,3
SO62598,2,20170123,20031126,21421,477,1,2
SO62598,1,20170123,20031101,21421,478,1,2
SO62598,3,20170123,20031117,21421,215,1,1
SO62598,4,20170123,20030927,21421,229,1,1
SO62592,2,20170123,20031006,26271,480,4,2
SO62592,1,20170123,20031117,26271,538,4,2
SO62582,2,20170123,20031008,19626,538,9,3
SO62582,1,20170123,20031210,19626,529,9,2
SO62584,1,20170123,20031107,19100,480,9,2
SO62587,2,20170123,20031106,15710,529,7,2
SO62587,3,20170123,20031130,15710,539,7,2
SO62587,4,20170123,20031231,15710,220,7,1
SO62587,5,20170123,20031021,15710,226,7,1
SO62587,1,20170123,20031128,15710,583,7,1
SO62594,3,20170123,20040104,25283,480,4,2
SO62594,2,20170123,20031202,25283,529,4,2
SO62594,1,20170123,20031227,25283,540,4,1
SO62619,3,20170123,20031127,15567,480,6,3
SO62619,4,20170123,20031105,15567,484,6,2
SO62619,1,20170123,20031227,15567,358,6,1
SO62619,2,20170123,20031027,15567,485,6,1
SO62627,1,20170123,20031009,27514,584,9,1
SO62623,4,20170123,20031205,22782,480,4,3
SO62623,2,20170123,20040103,22782,538,4,2
SO62623,3,20170123,20031009,22782,529,4,1
SO62623,1,20170123,20031026,22782,584,4,1
SO62597,1,20170123,20031209,11091,529,6,2
SO62597,3,20170123,20031211,11091,223,6,1
SO62597,4,20170123,20031007,11091,488,6,1
SO62597,2,20170123,20030926,11091,540,6,1
SO62586,1,20170123,20031006,14966,595,7,1
SO62581,3,20170123,20031228,11902,480,9,2
SO62581,2,20170123,20031007,11902,528,9,2
SO62581,1,20170123,20031020,11902,535,9,2
SO62589,2,20170123,20031220,15114,485,8,2
SO62589,1,20170123,20031012,15114,360,8,1
SO62625,2,20170123,20031226,13605,477,7,2
SO62625,3,20170123,20031031,13605,479,7,2
SO62625,1,20170123,20031108,13605,573,7,1
SO62611,1,20170123,20030925,13516,477,10,2
SO62611,2,20170123,20040102,13516,478,10,2
SO62599,1,20170123,20031111,21460,477,4,2
SO62599,2,20170123,20040102,21460,478,4,2
SO62604,1,20170123,20031126,18411,485,6,2
SO62585,1,20170123,20030929,18211,223,9,2
SO62620,2,20170123,20031010,14394,485,1,2
SO62620,1,20170123,20031226,14394,356,1,1
SO62620,3,20170123,20030926,14394,480,1,1
SO62615,2,20170123,20031027,20496,220,4,1
SO62615,1,20170123,20031108,20496,379,4,1
SO62606,2,20170123,20031020,22304,528,10,2
SO62606,1,20170123,20031111,22304,536,10,2
SO62606,3,20170123,20031122,22304,480,10,1
SO62593,1,20170123,20031019,11200,538,6,2
SO62605,3,20170123,20031124,21082,223,8,2
SO62605,1,20170123,20031118,21082,477,8,2
SO62605,2,20170123,20031003,21082,220,8,1
SO62605,4,20170123,20031022,21082,232,8,1
SO62622,3,20170123,20031122,13631,528,9,2
SO62622,4,20170123,20031001,13631,214,9,1
SO62622,1,20170123,20031104,13631,362,9,1
SO62622,2,20170123,20031016,13631,537,9,1
SO62596,1,20170123,20031004,24962,540,1,1
SO62603,2,20170123,20031202,15858,480,4,2
SO62603,1,20170123,20031203,15858,528,4,2
SO62626,1,20170123,20031019,11892,574,9,1
SO62624,2,20170123,20031129,13590,479,10,2
SO62624,3,20170123,20031201,13590,477,10,1
SO62624,1,20170123,20031027,13590,575,10,1
SO62612,2,20170123,20031016,15942,484,6,2
SO62612,1,20170123,20031214,15942,485,6,2
SO62590,2,20170123,20031123,27677,223,1,3
SO62590,3,20170123,20031011,27677,489,1,1
SO62590,1,20170123,20040104,27677,538,1,1
SO62618,2,20170123,20031207,14572,485,4,2
SO62618,1,20170123,20031109,14572,360,4,1
SO62595,2,20170123,20031020,24821,480,1,2
SO62595,3,20170123,20031126,24821,484,1,2
SO62595,1,20170123,20031116,24821,540,1,1
SO62613,3,20170123,20031120,13312,223,4,2
SO62613,1,20170123,20031015,13312,485,4,2
SO62613,2,20170123,20031210,13312,226,4,1
SO62610,3,20170123,20031016,14504,480,6,2
SO62610,1,20170123,20030929,14504,528,6,1
SO62610,2,20170123,20031206,14504,537,6,1
SO62602,1,20170123,20030929,20070,528,6,3
SO62602,2,20170123,20031213,20070,214,6,1
SO62588,2,20170123,20031201,15685,485,8,2
SO62588,1,20170123,20030925,15685,362,8,1
SO62601,1,20170123,20031004,15957,528,4,2
SO62601,2,20170123,20031111,15957,486,4,1
SO62600,1,20170123,20031107,18405,477,4,1
SO62614,2,20170123,20031015,20527,220,4,1
SO62614,1,20170123,20031016,20527,379,4,1
SO62591,1,20170123,20031029,26483,529,4,2
SO62591,2,20170123,20031127,26483,538,4,2
SO62616,2,20170123,20031008,12441,480,4,2
SO62616,1,20170123,20031007,12441,358,4,1
SO62583,2,20170123,20031023,11755,480,9,2
SO62583,1,20170123,20031207,11755,528,9,2
SO62692,3,20170124,20031009,14348,466,9,1
SO62692,2,20170124,20031112,14348,475,9,1
SO62692,4,20170124,20040103,14348,489,9,1
SO62692,1,20170124,20031030,14348,590,9,1
SO62636,1,20170124,20031225,14072,232,9,1
SO62661,3,20170124,20031206,13920,484,6,2
SO62661,1,20170124,20040108,13920,528,6,1
SO62661,2,20170124,20031008,13920,537,6,1
SO62691,1,20170124,20031227,11898,574,9,1
SO62646,2,20170124,20031227,28577,480,1,2
SO62646,1,20170124,20031005,28577,530,1,2
SO62672,3,20170124,20031119,20445,462,9,2
SO62672,1,20170124,20031129,20445,371,9,1
SO62672,2,20170124,20031121,20445,540,9,1
SO62682,6,20170124,20031226,26057,464,4,2
SO62682,2,20170124,20031014,26057,530,4,2
SO62682,3,20170124,20031201,26057,541,4,2
SO62682,4,20170124,20040101,26057,214,4,1
SO62682,5,20170124,20040101,26057,232,4,1
SO62682,1,20170124,20040106,26057,563,4,1
SO62660,2,20170124,20031027,12136,528,6,3
SO62660,4,20170124,20031229,12136,466,6,2
SO62660,3,20170124,20031221,12136,214,6,1
SO62660,1,20170124,20031030,12136,537,6,1
SO62689,3,20170124,20031206,26992,223,10,2
SO62689,2,20170124,20031015,26992,214,10,1
SO62689,1,20170124,20031013,26992,604,10,1
SO62645,2,20170124,20040104,28059,477,4,2
SO62645,3,20170124,20031114,28059,479,4,2
SO62645,1,20170124,20040107,28059,530,4,2
SO62645,4,20170124,20031118,28059,473,4,1
SO62649,1,20170124,20031203,28640,474,6,1
SO62648,4,20170124,20031016,22269,462,4,2
SO62648,2,20170124,20031030,22269,528,4,2
SO62648,1,20170124,20031209,22269,536,4,2
SO62648,3,20170124,20031130,22269,214,4,1
SO62671,2,20170124,20031108,20444,477,9,2
SO62671,3,20170124,20031012,20444,479,9,2
SO62671,4,20170124,20031112,20444,226,9,1
SO62671,1,20170124,20031015,20444,379,9,1
SO62678,2,20170124,20031109,13139,528,9,2
SO62678,1,20170124,20031114,13139,360,9,1
SO62678,4,20170124,20031017,13139,487,9,1
SO62678,3,20170124,20031109,13139,537,9,1
SO62637,1,20170124,20031202,15020,223,9,3
SO62676,2,20170124,20031222,13114,485,9,3
SO62676,3,20170124,20031008,13114,214,9,1
SO62676,1,20170124,20031209,13114,362,9,1
SO62662,2,20170124,20031123,16950,477,6,3
SO62662,3,20170124,20040107,16950,478,6,2
SO62662,1,20170124,20031021,16950,485,6,2
SO62662,4,20170124,20031117,16950,232,6,1
SO62685,3,20170124,20031215,16873,466,6,2
SO62685,4,20170124,20031215,16873,477,6,2
SO62685,2,20170124,20031223,16873,479,6,2
SO62685,1,20170124,20031015,16873,584,6,1
SO62629,1,20170124,20031018,24456,538,9,3
SO62635,1,20170124,20031025,14034,232,9,1
SO62680,2,20170124,20031125,29168,477,4,2
SO62680,4,20170124,20031010,29168,223,4,1
SO62680,3,20170124,20031119,29168,479,4,1
SO62680,1,20170124,20031102,29168,585,4,1
SO62679,2,20170124,20031112,25436,541,4,2
SO62679,1,20170124,20031029,25436,560,4,1
SO62650,3,20170124,20031001,17530,464,1,2
SO62650,1,20170124,20031009,17530,477,1,2
SO62650,2,20170124,20031117,17530,232,1,1
SO62673,1,20170124,20031029,17352,379,9,1
SO62639,4,20170124,20031013,14965,480,7,2
SO62639,2,20170124,20030927,14965,528,7,2
SO62639,3,20170124,20031207,14965,535,7,2
SO62639,1,20170124,20031014,14965,600,7,1
SO62640,2,20170124,20031105,25492,539,8,3
SO62640,3,20170124,20031018,25492,529,8,2
SO62640,4,20170124,20031230,25492,215,8,1
SO62640,1,20170124,20031110,25492,582,8,1
SO62688,1,20170124,20031122,24054,387,10,1
SO62688,2,20170124,20031123,24054,490,10,1
SO62669,1,20170124,20031201,17191,564,8,1
SO62643,1,20170124,20031202,12985,223,4,1
SO62683,2,20170124,20031217,12154,220,6,1
SO62683,1,20170124,20031225,12154,561,6,1
SO62667,4,20170124,20031203,14421,481,1,2
SO62667,3,20170124,20031014,14421,528,1,2
SO62667,1,20170124,20031010,14421,352,1,1
SO62667,2,20170124,20031018,14421,537,1,1
SO62686,3,20170124,20031001,20401,529,4,3
SO62686,2,20170124,20031116,20401,539,4,2
SO62686,4,20170124,20031008,20401,215,4,1
SO62686,1,20170124,20031120,20401,389,4,1
SO62670,2,20170124,20040102,20264,489,9,1
SO62670,1,20170124,20031120,20264,580,9,1
SO62638,1,20170124,20031221,21669,581,10,1
SO62668,4,20170124,20031108,11344,462,10,2
SO62668,2,20170124,20031125,11344,477,10,2
SO62668,3,20170124,20031025,11344,479,10,2
SO62668,1,20170124,20031103,11344,561,10,1
SO62674,1,20170124,20031223,20610,377,9,1
SO62690,2,20170124,20031122,22471,538,7,2
SO62690,1,20170124,20031201,22471,604,7,1
SO62681,2,20170124,20031102,24685,223,4,2
SO62681,1,20170124,20031024,24685,575,4,1
SO62677,3,20170124,20031018,13633,528,9,2
SO62677,4,20170124,20031220,13633,220,9,1
SO62677,1,20170124,20031115,13633,358,9,1
SO62677,2,20170124,20031202,13633,537,9,1
SO62665,1,20170124,20031019,12902,352,6,1
SO62665,2,20170124,20031127,12902,478,6,1
SO62642,3,20170124,20031106,15691,477,10,2
SO62642,2,20170124,20031125,15691,478,10,2
SO62642,4,20170124,20031112,15691,214,10,1
SO62642,5,20170124,20031116,15691,223,10,1
SO62642,1,20170124,20031016,15691,352,10,1
SO62658,4,20170124,20031204,19514,223,8,2
SO62658,2,20170124,20031118,19514,528,8,2
SO62658,1,20170124,20031123,19514,536,8,2
SO62658,3,20170124,20040105,19514,220,8,1
SO62655,1,20170124,20031104,20804,539,10,2
SO62644,1,20170124,20031130,28984,539,1,3
SO62644,2,20170124,20031220,28984,529,1,2
SO62664,2,20170124,20031129,14585,485,4,2
SO62664,1,20170124,20031011,14585,358,4,1
SO62666,2,20170124,20031124,14448,528,1,2
SO62666,4,20170124,20031216,14448,220,1,1
SO62666,1,20170124,20040106,14448,362,1,1
SO62666,3,20170124,20040103,14448,537,1,1
SO62656,3,20170124,20031019,21079,480,10,2
SO62656,1,20170124,20031130,21079,528,10,2
SO62656,2,20170124,20031017,21079,536,10,2
SO62659,2,20170124,20031106,11019,480,6,2
SO62659,1,20170124,20031008,11019,537,6,1
SO62630,1,20170124,20031115,18306,485,9,2
SO62630,2,20170124,20031109,18306,471,9,1
SO62634,2,20170124,20031027,14016,462,9,2
SO62634,1,20170124,20031110,14016,540,9,1
SO62684,4,20170124,20031127,22864,484,1,3
SO62684,3,20170124,20040104,22864,480,1,2
SO62684,2,20170124,20031124,22864,538,1,2
SO62684,1,20170124,20040106,22864,604,1,1
SO62651,1,20170124,20031020,15508,528,1,2
SO62651,2,20170124,20031030,15508,215,1,1
SO62632,1,20170124,20031211,13621,475,9,1
SO62657,3,20170124,20031118,17707,480,8,2
SO62657,2,20170124,20031110,17707,528,8,2
SO62657,1,20170124,20031030,17707,535,8,1
SO62693,2,20170124,20031121,11893,482,9,2
SO62693,3,20170124,20031016,11893,214,9,1
SO62693,1,20170124,20031021,11893,575,9,1
SO62641,4,20170124,20031202,15928,466,8,3
SO62641,3,20170124,20031217,15928,478,8,3
SO62641,1,20170124,20031222,15928,356,8,1
SO62641,2,20170124,20031220,15928,477,8,1
SO62675,3,20170124,20031108,25214,529,9,2
SO62675,1,20170124,20031230,25214,381,9,1
SO62675,2,20170124,20031216,25214,539,9,1
SO62687,2,20170124,20031016,17561,214,4,1
SO62687,1,20170124,20031008,17561,581,4,1
SO62628,1,20170124,20031104,12927,223,4,2
SO62631,1,20170124,20031026,25054,528,9,2
SO62631,2,20170124,20031015,25054,220,9,1
SO62631,3,20170124,20031002,25054,472,9,1
SO62694,3,20170124,20031117,23325,477,9,2
SO62694,2,20170124,20031114,23325,479,9,2
SO62694,1,20170124,20031204,23325,584,9,1
SO62654,1,20170124,20031023,15090,528,8,2
SO62654,2,20170124,20031219,15090,486,8,1
SO62652,1,20170124,20030926,23284,528,6,2
SO62652,2,20170124,20031018,23284,220,6,1
SO62653,4,20170124,20031221,17194,466,8,2
SO62653,2,20170124,20031024,17194,478,8,2
SO62653,1,20170124,20031201,17194,485,8,2
SO62653,3,20170124,20031014,17194,487,8,1
SO62647,1,20170124,20031111,24290,540,1,1
SO62715,2,20170125,20031014,13423,484,6,2
SO62715,1,20170125,20040109,13423,477,6,1
SO62720,1,20170125,20040101,13874,485,4,2
SO62720,2,20170125,20031002,13874,487,4,1
SO62737,4,20170125,20031011,11343,223,10,2
SO62737,3,20170125,20031027,11343,477,10,2
SO62737,2,20170125,20031114,11343,479,10,2
SO62737,5,20170125,20031020,11343,220,10,1
SO62737,1,20170125,20031106,11343,575,10,1
SO62739,1,20170125,20031005,11030,354,9,1
SO62701,2,20170125,20031208,17889,215,10,1
SO62701,1,20170125,20031031,17889,592,10,1
SO62698,1,20170125,20031210,29338,477,9,2
SO62698,2,20170125,20031223,29338,220,9,1
SO62711,1,20170125,20031017,21804,477,1,2
SO62711,2,20170125,20031229,21804,478,1,2
SO62724,2,20170125,20040109,28722,235,7,1
SO62724,1,20170125,20031021,28722,474,7,1
SO62713,2,20170125,20031108,19888,229,4,1
SO62713,1,20170125,20030927,19888,476,4,1
SO62714,1,20170125,20031216,20107,476,1,1
SO62749,1,20170125,20031005,29081,568,9,1
SO62743,2,20170125,20031226,22871,538,1,2
SO62743,1,20170125,20031025,22871,606,1,1
SO62727,1,20170125,20040106,21847,529,10,3
SO62727,3,20170125,20031022,21847,486,10,1
SO62727,2,20170125,20031008,21847,539,10,1
SO62722,1,20170125,20031017,20724,539,10,2
SO62750,2,20170125,20031013,11097,214,9,1
SO62750,1,20170125,20031014,11097,562,9,1
SO62702,3,20170125,20031209,13405,477,7,3
SO62702,2,20170125,20031010,13405,479,7,2
SO62702,1,20170125,20031127,13405,379,7,1
SO62719,1,20170125,20031118,14563,528,1,2
SO62719,2,20170125,20031029,14563,220,1,1
SO62705,2,20170125,20031217,11157,480,1,2
SO62705,1,20170125,20031225,11157,529,1,2
SO62741,2,20170125,20040105,25924,220,4,1
SO62741,1,20170125,20031104,25924,563,4,1
SO62742,1,20170125,20031229,25976,561,4,1
SO62695,2,20170125,20031127,11771,464,1,2
SO62695,1,20170125,20031224,11771,220,1,1
SO62703,1,20170125,20031008,15693,362,8,1
SO62706,2,20170125,20031028,29200,480,1,2
SO62706,1,20170125,20031024,29200,529,1,2
SO62707,2,20170125,20030927,28008,480,1,2
SO62707,1,20170125,20031003,28008,530,1,2
SO62746,3,20170125,20040102,19884,477,6,2
SO62746,2,20170125,20031024,19884,479,6,2
SO62746,1,20170125,20031030,19884,381,6,1
SO62746,4,20170125,20040108,19884,490,6,1
SO62716,1,20170125,20031128,18663,223,4,2
SO62716,2,20170125,20031105,18663,477,4,2
SO62726,3,20170125,20031127,27822,481,10,2
SO62726,2,20170125,20031227,27822,529,10,2
SO62726,1,20170125,20031118,27822,538,10,2
SO62735,4,20170125,20031112,14453,481,1,2
SO62735,2,20170125,20031216,14453,485,1,2
SO62735,3,20170125,20040104,14453,232,1,1
SO62735,1,20170125,20031127,14453,352,1,1
SO62717,1,20170125,20040102,29267,477,6,1
SO62734,1,20170125,20031028,12746,477,10,2
SO62734,2,20170125,20031221,12746,478,10,2
SO62734,3,20170125,20031018,12746,489,10,1
SO62696,1,20170125,20031023,13044,535,9,2
SO62729,1,20170125,20030927,24128,529,8,2
SO62729,3,20170125,20031013,24128,214,8,1
SO62729,2,20170125,20031224,24128,487,8,1
SO62700,2,20170125,20040107,11114,477,9,2
SO62700,3,20170125,20031014,11114,214,9,1
SO62700,1,20170125,20040101,11114,478,9,1
SO62744,4,20170125,20031017,22298,464,4,3
SO62744,3,20170125,20031029,22298,477,4,2
SO62744,2,20170125,20031011,22298,479,4,2
SO62744,1,20170125,20031212,22298,606,4,1
